respondent_id,region,department,employment_type,age,user_language,sentiment_1,sentiment_2,sentiment_3,sentiment_4,sentiment_5,sentiment_6,sentiment_7,sentiment_8,sentiment_9,sentiment_10,sentiment_11,sentiment_12,sentiment_13,sentiment_14,sentiment_15,sentiment_16,sentiment_17,sentiment_18,sentiment_19,sentiment_20,sentiment_21,sentiment_22,sentiment_23,sentiment_24,sentiment_25
MAR_RESP_0015,Latin America,Product,>20 year,>55,EN,2.0,2.7,2.3,2.6,1.8,2.3,2.1,2.5,2.1,3.4,2.6,2.5,3.0,2.8,2.5,2.1,3.2,2.8,2.1,2.2,2.4,2.8,2.7,2.8,2.3
MAR_RESP_0016,North America,Marketing,10-20 year,<25,EN,2.7,2.3,2.2,2.9,2.2,2.3,2.0,2.5,2.6,3.3,2.6,2.6,2.8,2.5,2.4,3.0,2.0,2.4,2.3,2.7,2.6,2.5,2.6,2.7,1.9
MAR_RESP_0017,Latin America,Operations,3-5 year,45-55,EN,2.8,2.4,2.4,2.8,1.8,2.6,2.7,2.1,2.4,2.9,2.3,2.5,2.6,2.2,2.4,2.4,2.1,2.4,1.9,2.4,3.2,2.6,3.0,2.6,2.6
MAR_RESP_0018,Latin America,Engineering,>20 year,>55,EN,2.4,2.7,3.2,1.9,2.5,2.9,2.9,2.4,2.7,3.4,2.1,2.6,2.1,2.5,2.3,2.4,2.4,2.3,2.1,2.2,2.1,2.5,2.6,2.8,2.5
MAR_RESP_0019,Latin America,Product,5-10 year,25-35,EN,2.4,2.2,2.2,2.5,1.7,2.5,3.4,2.9,2.6,2.3,2.2,2.5,2.3,1.8,2.0,2.5,2.8,2.5,3.0,2.7,2.6,2.2,3.2,2.9,2.4
MAR_RESP_0020,Asia Pacific,Product,<3 year,25-35,EN,1.7,1.8,2.3,2.8,2.9,1.8,2.5,2.5,2.5,2.8,2.6,2.1,2.7,2.5,2.9,2.5,2.4,2.6,2.0,2.9,2.2,2.8,3.2,1.9,2.5
MAR_RESP_0021,Europe,Sales,<3 year,35-45,EN,2.6,2.7,2.6,2.0,2.0,2.1,2.4,2.6,3.1,2.6,2.5,2.6,2.8,3.0,2.5,2.5,3.0,2.5,2.7,2.1,2.3,2.9,2.8,2.7,2.9
MAR_RESP_0022,North America,Product,<3 year,>55,EN,2.7,2.0,2.4,2.7,1.8,2.5,2.8,2.7,3.1,2.1,3.2,2.5,2.8,2.7,2.3,2.7,2.3,2.7,2.4,2.0,2.3,2.4,2.6,2.6,2.7
MAR_RESP_0023,Europe,Marketing,3-5 year,35-45,EN,2.0,2.6,1.9,2.5,2.4,2.3,2.6,2.4,2.8,2.7,1.9,2.9,2.5,2.9,1.8,2.6,2.3,2.3,2.4,2.4,3.0,2.3,2.7,2.9,2.7
MAR_RESP_0024,Latin America,Operations,10-20 year,<25,EN,2.3,2.9,2.4,1.8,3.1,2.7,3.0,3.0,3.0,2.5,3.1,1.7,3.2,2.1,2.9,2.2,2.1,2.2,2.3,2.9,3.1,2.6,2.2,2.8,2.8
MAR_RESP_0025,Latin America,Operations,>20 year,>55,EN,2.5,2.2,2.4,2.4,2.7,2.5,2.4,2.8,2.6,3.1,2.3,2.4,2.3,2.6,2.7,2.7,2.1,2.8,1.9,2.5,2.4,2.5,2.6,2.9,2.6
MAR_RESP_0026,Europe,Engineering,5-10 year,<25,EN,2.7,3.0,2.8,2.3,1.6,3.0,2.5,1.9,2.8,2.6,2.4,2.0,2.8,2.6,2.4,2.7,1.9,2.7,2.4,3.1,2.9,2.9,2.3,2.5,2.2
MAR_RESP_0027,Europe,Sales,5-10 year,35-45,EN,2.4,2.7,2.1,1.9,2.0,2.0,3.0,2.5,1.7,2.4,2.6,2.1,2.7,2.2,1.9,2.3,2.3,2.7,2.6,2.1,2.3,3.0,2.4,2.8,2.6
MAR_RESP_0028,Europe,Engineering,3-5 year,>55,EN,1.7,2.1,2.8,2.4,2.3,2.7,2.7,3.3,2.8,3.1,2.6,2.5,2.6,2.7,3.1,1.9,2.1,2.1,2.1,2.5,2.4,2.3,2.9,2.6,2.8
MAR_RESP_0029,Latin America,Product,<3 year,35-45,EN,2.2,3.1,2.4,1.7,3.2,2.9,2.9,2.6,2.3,2.6,2.8,1.9,2.5,2.4,2.4,2.5,2.6,2.0,3.0,1.8,2.1,2.6,2.8,2.6,2.6
MAR_RESP_0030,Latin America,Engineering,3-5 year,>55,EN,2.5,1.9,2.0,2.2,2.1,2.7,2.4,2.7,2.8,2.9,2.8,2.5,2.5,2.6,2.1,2.2,2.6,2.2,2.7,2.2,3.2,2.2,2.7,2.7,2.4
MAR_RESP_0031,North America,Marketing,10-20 year,35-45,EN,2.7,2.3,1.9,3.4,2.1,2.7,3.0,2.4,3.0,2.8,2.3,2.4,2.0,1.9,2.4,2.7,2.4,1.7,2.6,2.4,2.9,2.2,2.7,2.5,2.9
MAR_RESP_0032,North America,Operations,10-20 year,25-35,EN,2.2,2.4,3.3,2.8,3.1,2.9,2.2,3.1,2.6,2.7,2.9,1.9,2.6,2.9,2.6,2.7,2.4,2.7,2.6,2.5,2.4,2.5,3.3,2.6,2.7
MAR_RESP_0033,Latin America,Product,>20 year,35-45,EN,3.3,2.7,2.4,2.1,2.6,2.4,2.0,2.4,2.5,2.4,2.2,2.4,2.7,2.6,2.3,2.7,2.6,2.3,1.8,2.9,2.6,3.1,2.6,3.1,2.8
MAR_RESP_0034,Europe,Engineering,>20 year,25-35,EN,1.6,2.9,2.8,3.0,2.9,2.2,3.2,3.0,2.2,2.7,2.3,2.0,2.4,2.2,1.2,2.1,2.3,2.0,2.6,2.2,2.6,2.8,2.1,2.6,2.7
MAR_RESP_0035,Europe,Sales,10-20 year,35-45,EN,2.2,2.9,1.7,2.1,2.1,1.9,2.7,2.5,2.6,2.7,2.2,3.2,1.6,2.4,2.5,2.9,2.6,2.2,3.2,2.4,2.9,2.5,2.8,2.2,2.1
MAR_RESP_0036,North America,Marketing,10-20 year,>55,EN,2.5,2.5,3.5,2.3,2.5,2.4,3.0,2.6,2.9,2.3,2.2,2.9,1.8,2.4,2.8,2.6,2.1,2.5,2.6,2.1,2.4,2.0,2.8,2.1,2.5
MAR_RESP_0037,Latin America,Marketing,10-20 year,>55,EN,2.4,2.4,2.8,2.0,2.9,2.5,2.7,2.5,2.3,2.7,2.4,2.4,2.0,2.0,2.0,2.7,2.2,2.0,2.2,2.7,2.6,2.7,2.9,2.3,2.4
MAR_RESP_0038,North America,Engineering,3-5 year,>55,EN,2.0,1.7,2.4,2.6,2.3,2.7,2.6,2.7,2.0,2.9,2.8,2.2,2.4,2.9,3.0,3.0,2.8,2.4,2.0,3.0,2.4,2.6,2.1,3.2,2.6
MAR_RESP_0039,North America,Operations,10-20 year,45-55,EN,2.6,1.9,2.3,2.9,2.7,2.6,2.4,2.4,3.2,2.9,2.6,2.6,2.1,2.7,2.7,2.5,2.3,2.4,2.0,2.8,2.8,2.2,2.0,2.9,2.6
MAR_RESP_0040,Asia Pacific,Engineering,5-10 year,<25,EN,2.6,3.1,2.7,2.0,2.6,2.4,2.6,2.8,2.9,2.7,2.2,2.7,2.7,2.8,2.5,2.7,2.5,2.3,2.0,2.7,3.2,2.9,2.6,2.8,3.0
MAR_RESP_0041,Asia Pacific,Product,<3 year,>55,EN,2.4,1.7,2.7,1.7,2.0,2.2,3.0,2.3,2.4,2.6,1.9,2.5,2.9,3.0,2.0,2.4,1.9,2.3,2.2,2.3,2.5,2.3,2.8,2.8,2.9
MAR_RESP_0042,Asia Pacific,Engineering,10-20 year,25-35,EN,2.6,2.1,2.6,2.9,2.4,3.2,2.4,2.7,3.0,1.9,2.1,2.0,2.9,2.4,2.4,2.6,2.6,2.9,2.2,2.5,2.5,2.7,2.5,2.5,2.6
MAR_RESP_0043,Europe,Marketing,<3 year,>55,EN,2.3,3.0,2.5,3.1,2.9,2.6,2.6,2.8,2.4,2.3,2.3,2.2,2.4,1.6,2.4,2.7,2.4,2.7,2.5,2.3,2.5,2.6,3.0,3.1,3.2
MAR_RESP_0044,Latin America,Engineering,3-5 year,45-55,EN,1.8,2.5,2.7,1.7,2.8,2.4,2.8,2.7,3.0,2.4,1.8,2.4,2.7,2.7,2.4,2.7,1.8,2.1,2.4,2.4,2.8,2.2,2.7,2.4,2.5
MAR_RESP_0045,Latin America,Operations,<3 year,25-35,EN,2.1,2.9,1.7,2.6,2.5,2.6,2.4,2.9,3.0,2.5,2.0,2.5,2.1,2.5,2.7,2.0,2.5,2.1,1.8,2.1,2.5,2.5,2.9,3.2,2.6
MAR_RESP_0046,Latin America,Sales,3-5 year,45-55,EN,2.6,2.7,2.2,2.5,1.7,3.2,2.9,2.6,2.2,2.4,2.2,2.5,2.3,2.9,2.2,2.3,1.8,2.3,2.1,2.5,2.5,2.7,2.9,2.7,2.6
MAR_RESP_0047,Latin America,Finance,5-10 year,25-35,EN,2.5,3.1,1.7,2.2,1.8,2.4,2.4,2.8,2.8,2.4,2.7,2.6,1.8,2.7,2.2,2.6,2.9,2.8,2.1,2.6,2.7,2.7,2.4,3.0,2.3
MAR_RESP_0048,Asia Pacific,Engineering,3-5 year,35-45,EN,2.5,2.6,2.6,1.8,1.9,2.7,2.7,2.8,3.3,2.5,2.3,2.8,2.8,2.5,2.1,2.4,2.1,1.8,2.4,2.7,2.0,2.8,2.4,2.4,2.7
MAR_RESP_0049,Europe,Operations,3-5 year,<25,EN,2.6,2.7,2.2,2.9,2.2,2.9,3.3,2.9,2.2,3.1,2.8,2.9,3.1,2.3,2.2,2.4,2.3,2.5,2.4,2.6,2.3,2.8,2.3,2.6,2.0
MAR_RESP_0050,Europe,Operations,>20 year,<25,EN,2.3,2.1,1.9,2.5,2.3,2.0,2.8,1.9,2.2,2.7,2.5,2.6,2.3,2.7,2.2,2.7,2.4,2.2,2.5,2.7,2.0,2.5,2.8,2.1,2.5
MAR_RESP_0051,Asia Pacific,Sales,10-20 year,45-55,EN,2.5,2.6,2.1,2.6,1.8,2.4,2.4,2.9,2.3,3.0,2.1,1.7,1.5,1.3,2.2,2.1,2.2,2.7,2.3,2.1,2.4,2.9,2.6,2.9,2.9
MAR_RESP_0052,Europe,Marketing,10-20 year,<25,EN,2.6,2.3,2.5,2.3,2.9,2.8,2.7,3.0,3.1,2.7,2.2,2.9,2.0,2.5,2.3,2.6,2.8,2.6,2.2,2.7,2.2,3.2,3.0,2.7,2.2
MAR_RESP_0053,Asia Pacific,Operations,5-10 year,45-55,EN,2.5,2.1,2.4,2.2,1.9,2.3,2.6,2.6,2.7,3.0,1.9,2.7,2.0,2.8,2.8,2.6,2.3,2.0,2.5,2.3,2.7,2.3,2.8,3.2,2.6
MAR_RESP_0054,Latin America,Operations,5-10 year,45-55,EN,1.9,2.9,1.9,1.4,2.0,2.6,3.0,2.5,1.9,3.0,3.3,2.2,1.8,2.3,2.9,2.4,2.5,2.6,2.8,1.8,2.2,2.5,2.2,2.5,2.6
MAR_RESP_0055,Asia Pacific,Operations,10-20 year,45-55,EN,2.0,2.8,1.7,2.4,2.4,2.3,2.5,2.3,2.8,2.4,2.8,2.3,1.9,2.2,1.9,2.1,2.0,1.5,2.1,2.5,2.5,2.0,2.6,2.9,2.4
MAR_RESP_0056,Latin America,Operations,>20 year,<25,EN,2.7,3.1,2.5,3.1,2.8,2.4,3.4,2.2,2.5,3.2,2.6,2.3,2.4,2.5,2.9,2.5,2.3,2.7,2.8,2.4,2.0,2.5,1.9,2.5,2.6
MAR_RESP_0057,Latin America,Product,10-20 year,45-55,EN,3.1,3.0,2.2,2.1,3.2,2.5,2.3,2.6,2.5,2.6,1.9,2.1,2.7,2.8,2.6,2.5,2.3,2.7,1.8,2.4,3.0,2.6,2.7,2.5,2.5
MAR_RESP_0058,North America,Product,>20 year,<25,EN,2.9,2.9,2.3,1.9,2.6,2.8,2.8,3.3,2.0,2.7,2.1,1.6,1.6,2.5,2.0,2.2,2.6,2.9,2.5,1.9,2.3,2.1,3.5,2.5,2.3
MAR_RESP_0059,Asia Pacific,Marketing,5-10 year,45-55,EN,2.5,1.8,2.3,2.7,3.0,2.7,2.5,2.5,2.9,2.8,1.9,2.0,2.1,2.1,2.2,2.9,2.4,2.5,2.8,2.4,2.7,2.7,2.5,2.3,3.0
MAR_RESP_0060,North America,Engineering,<3 year,>55,EN,1.9,3.1,2.6,2.5,1.9,2.4,2.6,2.5,2.9,2.7,2.5,1.9,2.4,2.9,2.4,1.7,2.0,2.3,2.0,2.4,2.8,2.5,2.6,2.7,2.0
MAR_RESP_0061,Asia Pacific,Operations,5-10 year,45-55,EN,2.5,2.8,2.8,2.3,3.3,3.5,2.6,2.7,2.4,2.6,1.9,1.6,1.9,3.0,1.6,1.8,2.4,2.1,2.6,2.2,2.8,2.5,2.6,2.6,3.3
MAR_RESP_0062,Asia Pacific,Sales,5-10 year,25-35,EN,3.1,2.2,2.6,2.3,1.6,3.0,2.2,2.2,2.0,2.5,2.1,2.0,2.5,2.0,2.4,2.8,1.7,2.8,2.1,2.5,2.2,2.5,2.7,2.2,2.9
MAR_RESP_0063,North America,Engineering,3-5 year,45-55,EN,2.6,2.7,2.3,2.6,2.3,1.9,3.1,2.4,2.5,2.8,2.0,2.9,2.3,3.4,2.5,2.3,2.9,2.9,2.7,2.5,2.5,2.6,2.6,1.7,3.0
MAR_RESP_0064,North America,Sales,3-5 year,35-45,EN,2.4,2.1,2.5,2.3,2.6,2.3,3.1,2.5,2.8,2.9,2.2,2.5,2.2,2.3,2.0,1.8,2.2,2.4,1.9,1.8,2.5,3.0,2.8,2.5,2.9
MAR_RESP_0065,Asia Pacific,Engineering,3-5 year,45-55,EN,2.8,2.7,2.4,2.9,1.9,3.2,2.5,2.3,2.6,2.5,2.4,1.9,2.0,2.7,1.8,2.7,2.3,2.5,2.0,2.5,2.7,2.6,2.3,2.9,2.5
MAR_RESP_0066,Europe,Marketing,3-5 year,25-35,EN,2.0,1.9,1.7,3.5,2.1,2.4,2.4,3.0,2.2,2.5,2.3,2.1,2.5,2.6,2.5,3.0,1.8,2.7,2.4,2.3,2.4,2.0,2.2,2.5,2.5
MAR_RESP_0067,Latin America,Operations,>20 year,25-35,EN,2.2,2.2,2.8,1.8,2.1,3.3,2.3,2.2,2.8,2.4,3.0,2.8,2.1,2.1,3.3,2.0,2.2,3.0,2.7,3.1,2.5,3.0,2.2,2.2,2.5
MAR_RESP_0068,North America,Operations,10-20 year,<25,EN,2.1,2.7,2.7,2.9,2.3,2.6,2.8,2.9,2.9,2.7,2.6,2.8,1.7,2.2,2.0,1.8,2.7,2.3,2.4,2.4,2.5,2.9,2.6,2.2,2.8
MAR_RESP_0069,Latin America,Finance,<3 year,>55,EN,2.6,2.8,3.2,2.4,3.0,2.4,2.7,3.0,2.6,2.3,2.0,2.4,2.3,2.3,2.1,2.0,2.6,2.1,2.5,2.2,2.4,2.5,2.4,2.8,2.5
MAR_RESP_0070,Europe,Sales,5-10 year,45-55,EN,2.8,2.6,3.4,3.0,2.5,2.7,2.5,2.7,2.1,2.6,2.6,2.9,2.0,1.7,2.2,2.2,2.7,2.4,2.3,2.5,3.3,2.8,2.9,2.1,2.4
MAR_RESP_0071,Europe,Engineering,>20 year,<25,EN,2.5,2.3,2.0,2.7,2.3,2.7,2.6,2.6,2.4,2.5,2.1,2.2,1.7,2.7,2.9,2.9,2.4,2.8,2.1,2.3,2.4,2.5,2.5,2.8,2.0
MAR_RESP_0072,Europe,Engineering,<3 year,>55,EN,2.3,1.7,2.4,2.5,1.2,2.7,2.9,2.7,2.7,2.3,2.1,2.5,2.5,1.6,1.6,2.2,1.7,2.4,3.0,2.7,2.2,3.2,2.1,2.8,2.5
MAR_RESP_0073,North America,Product,>20 year,45-55,EN,2.5,2.3,3.4,2.7,2.7,2.9,2.5,2.4,2.4,2.2,2.5,1.7,2.3,2.3,2.7,2.6,2.4,2.3,2.7,2.6,2.3,3.0,2.2,3.0,2.1
MAR_RESP_0074,Europe,Finance,>20 year,35-45,EN,2.3,2.6,2.4,2.3,2.8,2.8,2.5,2.2,2.7,2.5,2.6,2.2,2.1,2.2,2.1,2.6,2.3,2.4,2.3,2.3,2.6,2.5,2.7,2.2,3.1
MAR_RESP_0075,North America,Product,5-10 year,45-55,EN,2.2,2.3,2.5,2.0,1.7,2.5,2.0,2.2,2.3,2.6,2.1,2.4,2.4,2.6,2.2,2.8,2.5,2.3,1.8,2.4,2.5,3.1,2.7,3.0,2.1
MAR_RESP_0076,Europe,Product,10-20 year,25-35,EN,2.6,2.4,1.9,2.7,2.5,3.0,2.9,2.6,2.5,2.6,1.9,1.5,2.5,1.5,1.9,2.1,2.3,2.6,2.8,2.1,2.7,3.1,2.8,2.8,2.5
MAR_RESP_0077,Latin America,Product,3-5 year,25-35,EN,2.1,2.4,2.6,2.1,2.5,2.7,3.1,2.5,2.7,2.6,2.3,2.5,2.5,1.6,2.2,2.6,2.2,2.3,2.6,2.3,2.9,2.8,2.5,2.0,3.1
MAR_RESP_0078,Latin America,Sales,10-20 year,35-45,EN,1.9,2.3,3.2,2.8,2.8,2.4,2.3,2.5,2.7,2.4,2.6,2.7,2.4,2.2,2.0,2.4,2.4,2.2,2.2,2.5,2.0,2.7,2.5,2.6,2.9
MAR_RESP_0079,Asia Pacific,Sales,5-10 year,<25,EN,1.9,2.5,2.9,2.5,2.2,3.2,2.9,2.6,2.5,3.2,2.1,2.7,1.7,2.6,2.1,2.6,2.3,2.2,2.2,1.4,3.0,2.3,2.5,2.6,3.1
MAR_RESP_0080,Latin America,Marketing,5-10 year,>55,EN,1.8,2.4,2.2,1.5,2.1,2.8,2.5,2.5,2.5,2.3,2.7,3.3,2.9,2.4,1.3,2.8,2.7,2.6,2.2,2.0,2.2,2.7,2.8,2.2,3.0
MAR_RESP_0081,Asia Pacific,Marketing,5-10 year,45-55,EN,2.6,3.1,2.2,2.3,2.1,2.6,2.6,2.8,2.4,3.0,2.6,2.6,2.6,2.7,1.7,3.1,2.4,2.4,2.2,2.2,2.7,2.7,2.7,2.7,2.5
MAR_RESP_0082,Latin America,Product,<3 year,25-35,EN,2.5,1.5,2.0,2.6,3.0,2.0,3.0,2.9,2.6,2.4,2.0,2.3,2.0,2.4,2.5,2.4,2.1,2.7,2.6,2.2,3.0,2.6,2.7,2.0,2.7
MAR_RESP_0083,North America,Finance,10-20 year,<25,EN,2.5,2.2,2.1,2.3,2.9,2.0,2.5,2.5,2.7,2.4,2.9,1.7,2.3,2.4,2.9,2.5,2.7,2.1,2.2,2.6,2.2,2.7,2.4,2.8,2.6
MAR_RESP_0084,Latin America,Engineering,10-20 year,35-45,EN,2.6,2.2,1.8,1.5,2.3,3.0,2.6,2.3,2.4,2.7,2.9,2.5,2.4,2.0,3.6,2.8,2.1,2.6,2.2,1.9,2.3,2.7,2.3,3.2,2.6
MAR_RESP_0085,Asia Pacific,Sales,>20 year,25-35,EN,2.9,2.6,2.4,3.1,2.8,3.2,2.7,2.3,2.4,2.8,3.1,2.6,2.4,2.2,2.8,2.6,2.3,2.5,2.3,2.6,2.4,2.8,2.6,2.5,2.7
MAR_RESP_0086,Asia Pacific,Finance,>20 year,35-45,EN,2.3,2.5,3.0,2.5,1.6,2.4,2.4,2.5,2.8,2.4,3.0,1.9,3.0,2.3,2.1,2.9,2.4,2.5,2.4,2.8,2.6,2.7,3.0,2.4,3.1
MAR_RESP_0087,Europe,Operations,>20 year,45-55,EN,2.7,3.1,2.5,2.7,2.7,2.3,2.9,2.3,2.2,2.7,1.9,2.3,1.5,1.6,1.5,2.4,2.5,2.3,2.8,2.7,3.1,2.1,2.7,3.1,2.6
MAR_RESP_0088,North America,Sales,5-10 year,>55,EN,1.8,3.3,3.0,2.2,2.0,2.2,2.7,2.4,2.8,2.6,2.8,2.4,1.8,2.0,2.6,2.1,2.2,2.5,2.3,2.0,2.3,2.2,2.5,2.9,2.2
MAR_RESP_0089,Latin America,Sales,10-20 year,25-35,EN,3.0,2.2,2.8,2.8,3.2,2.1,2.2,2.2,2.8,2.6,2.7,2.6,1.5,2.5,1.8,2.8,2.6,2.0,2.8,2.6,2.7,2.2,2.6,2.4,2.8
MAR_RESP_0090,Europe,Marketing,5-10 year,25-35,EN,1.9,2.4,2.3,3.1,2.1,2.1,2.5,2.9,2.3,2.7,2.3,2.6,2.3,2.5,2.0,2.6,2.8,2.7,2.1,2.6,2.9,3.4,3.0,2.8,2.6
MAR_RESP_0091,Latin America,Engineering,<3 year,45-55,EN,2.2,2.5,2.2,2.1,2.1,3.0,1.6,2.5,3.1,2.0,2.5,2.2,2.6,2.3,2.7,2.5,2.3,2.0,3.0,2.4,2.8,2.6,2.8,1.6,2.6
MAR_RESP_0092,Latin America,Engineering,>20 year,<25,EN,2.2,2.1,2.1,3.1,2.6,3.3,2.7,2.6,2.7,2.2,1.6,2.6,2.6,2.1,2.4,2.5,2.1,2.8,2.3,2.1,2.6,2.9,3.0,2.3,2.1
MAR_RESP_0093,Europe,Operations,5-10 year,>55,EN,1.9,2.7,1.8,2.6,2.8,2.4,3.0,2.7,2.8,2.5,1.7,2.5,2.1,1.6,1.9,2.7,2.1,2.4,2.3,2.4,2.5,3.1,2.8,3.0,3.0
MAR_RESP_0094,Europe,Operations,5-10 year,25-35,EN,2.4,2.4,2.4,2.2,2.1,2.6,2.5,2.9,2.7,2.4,1.7,2.3,2.6,1.5,1.7,2.1,2.6,2.1,2.4,2.5,2.9,2.1,2.6,2.4,2.5
MAR_RESP_0095,Europe,Sales,<3 year,>55,EN,2.6,2.0,1.3,3.3,2.5,2.0,2.8,3.2,2.1,2.6,2.6,2.1,2.4,2.3,2.5,2.1,2.7,2.3,2.7,2.2,3.1,2.0,3.0,2.6,2.5
MAR_RESP_0096,Europe,Product,3-5 year,25-35,EN,2.4,2.4,2.7,2.6,2.6,2.6,2.6,3.1,2.8,2.8,2.6,2.6,2.7,2.9,2.4,1.6,2.8,2.0,2.3,1.8,3.1,2.8,2.2,2.1,2.5
MAR_RESP_0097,Europe,Marketing,10-20 year,>55,EN,1.9,2.0,2.5,2.7,2.7,3.1,2.6,2.2,2.6,1.9,2.3,2.3,2.8,2.3,2.9,2.1,1.9,2.9,2.5,2.0,3.1,2.9,3.3,2.3,2.7
MAR_RESP_0098,Latin America,Marketing,3-5 year,35-45,EN,3.3,2.9,2.6,2.3,2.2,3.2,3.2,2.5,2.7,2.5,3.1,1.9,2.0,2.8,1.4,2.6,2.4,2.1,2.2,1.7,2.4,2.5,2.9,1.9,2.9
MAR_RESP_0099,Europe,Sales,>20 year,25-35,EN,2.6,3.2,2.9,2.3,2.7,2.8,2.6,2.5,2.7,2.5,2.8,2.9,2.3,1.9,2.3,2.5,2.5,2.0,1.7,2.1,3.0,2.0,2.8,2.6,2.7
MAR_RESP_0100,North America,Finance,5-10 year,>55,EN,3.6,2.6,2.6,2.4,3.0,2.5,3.2,2.7,3.1,2.4,1.7,1.8,2.3,2.5,2.8,2.1,2.4,2.5,2.5,2.7,2.4,2.1,2.6,2.8,2.6
MAR_RESP_0101,Asia Pacific,Product,<3 year,<25,EN,2.1,2.4,3.1,3.0,2.0,3.0,2.0,2.6,2.5,2.0,2.3,2.4,3.0,2.0,2.1,2.7,2.6,2.4,2.1,1.8,2.1,2.2,2.7,2.7,2.9
MAR_RESP_0102,Europe,Sales,<3 year,35-45,EN,2.9,2.6,2.7,2.4,2.1,2.8,2.5,2.4,2.4,2.5,1.9,2.4,2.1,2.0,1.7,2.4,2.3,2.5,2.9,2.3,2.5,2.3,2.8,2.2,2.9
